0xf222e	󲈮	󳤣|󐁥󲐀，󲊂󐁥󲐀
0xf2801	󲠁	字符的词汇编号是3040。|󲟋󳏸󳐥󳋕󲨯󲯇󳖔󳈗󲲅
0xf2802	󲠂	󲲬󳊖󳗩󲜟󲰼󲳛󲦜󲬚󳍙|的英文是并排，中文是并排。
0xf2803	󲠃	韭菜|󲝈󳎩󳙙󲽕󲷚󳕏󳕦󳚱󳅊󳖷󳇜󲫂󳑆󳁋
0xf2804	󲠄	cloud|󲥀󲢷󳊆󲸴
0xf2805	󲠅	valley|是通用彝文字符 unicode 0xf2805 滇川黔桂彝文
0xf2806	󲠆	valley|󲿃󲧗󲯬󳖼󳗵󲵅󳈻󳜣
0xf2807	󲠇	󳀹󲯦󲩎󲴃󳑠󲢧󲡓󲡹|The Yi script for '胡须' is ''. 
0xf2808	󲠈	是通用彝文字符 unicode 0xf2808 滇川黔桂彝文|󲸃󲻎󲥮󲼕󲳵󲥄󲮱󲠁󳃇󲣽󲾦󲢔󳖆
0xf2809	󲠉	滴 (水)|彝文 unicode:0xf2809 通用彝文字符集
0xf280a	󲠊	是通用彝文字符 unicode 0xf280a 滇川黔桂彝文|灵活用通用彝文写作「」。
0xf280b	󲠋	的英文是主person, people，中文是主人。|彝文 unicode:0xf280b 通用彝文字符集
0xf280c	󲠌	󳗒󲹬󳘸󲯺󳜆󲮮󳛿󲫡󳇔󳌁󳂯󲱄󲜘|的意思是哪（哪）。
0xf280d	󲠍	means 剁 in chinese|The Yi script for '钱（量词）' is '
0xf280e	󲠎	lake|󲞷󲪂󲡜󲮝󲿕󲿊󳑌󳀳󳏁󲭯󲥅󳜉󲽳󲣒
0xf280f	󲠏	1、抚育；2、渐渐；3、殷殷；用通用彝文写作「」。|The Yi script for '1、抚育；2、渐渐；3
0xf2810	󲠐	彝文字符的中文含义是（油）腻，英文含义是(油) 腻。|󲨺󳆷󳀞󲥼󲤙󲡴󳂊󲵦󲶺󲷓󳌄󳄣󳈉󳁁
0xf2811	󲠑	family|彝文 unicode:0xf2811 通用彝文字符集
0xf2812	󲠒	「彗星」的通用彝文是「」。|󲺇󳙛󳒇󳔚󲱞󳑯󲮡󳆸󳍘󲽊󲣏󳐏
0xf2813	󲠓	是通用彝文字符 unicode 0xf2813 滇川黔桂彝文|（like, similar啄wood鸟啄树声）
0xf2814	󲠔	彝文字符的中文含义是擀，英文含义是擀。|的英文是擀，中文是擀。
0xf2815	󲠕	是通用彝文字符 unicode 0xf2815 滇川黔桂彝文|的英文是考虑，中文是考虑。
0xf2816	󲠖	是通用彝文字符 unicode 0xf2816 滇川黔桂彝文|means 剥 in chinese
0xf2817	󲠗	的英文是(箭) 头，中文是（箭）头。|(箭) 头
0xf2818	󲠘	「1、叙述、发表；2、讲、讲述；」的通用彝文是「」。|The Yi script for '1、叙述、发表；2、讲
0xf2819	󲠙	「（昌）盛」的通用彝文是「」。|󳌢󲺣󲼇󳌹󳅛󲫒󲵐󲬻󳇧󲤂󲞩󳂍󳂓󲢗
0xf281a	󲠚	的意思是涨（涨）。|是通用彝文字符 unicode 0xf281a 滇川黔桂彝文
0xf281b	󲠛	是通用彝文字符 unicode 0xf281b 滇川黔桂彝文|「1、毒（名词）；2、草乌；3、巴豆；4、（半夏）」的通用彝
0xf281c	󲠜	means 力 in chinese|󳑉󳋐󲜳󲣓󲞏󲭻󳆭󳙆󲼃
0xf281d	󲠝	󳗠󲞑󳛙󳇩󲝗󳁜󲪜󲶃󲟄󲹴󲰊|的英文是（蚯蚓），中文是（蚯蚓）。
0xf281e	󲠞	是通用彝文字符 unicode 0xf281e 滇川黔桂彝文|彝文字符的中文含义是乃（是），英文含义是乃 (是)。
0xf281f	󲠟	彝文字符的中文含义是稠密，英文含义是稠密。|means 功 in chinese
0xf2820	󲠠	󲯃󲿀 dark kind cloud|彝文 unicode:0xf2820 通用彝文字符集
0xf2821	󲠡	是通用彝文字符 unicode 0xf2821 滇川黔桂彝文|1、呢（语气助词）；2、（那么）用通用彝文写作「」。
0xf2822	󲠢	valley|means 劣 in chinese
0xf2823	󲠣	love|󳇴󲞦󲠩󲴜󳚋󲴘󳘫󳗡󳋫󲯮󲳰󳜣
0xf2824	󲠤	󲹬󲼅󲵛󲻵󲬾󳅊󳏬󲭰󳍬󲿝󳎬󳗫󳅖|姐姐用通用彝文写作「」。
0xf2825	󲠥	「再生（作物）」的通用彝文是「」。|means 努 in chinese
0xf2826	󲠦	small|是通用彝文字符 unicode 0xf2826 滇川黔桂彝文
0xf2827	󲠧	彝文字符的词汇编号是3078。|means 劳 in chinese
0xf2828	󲠨	󳚿󲧇󲣙󲼨󲿵󲢤󲝑󲡉󲾹󳜕󳔢󲳀|（笛子） in Yi script is  (（笛子）).
0xf2829	󲠩	󳉁󳂋󳜜󳎸󲩬󳂮󲫨󳃏|means 勃 in chinese
0xf282a	󲠪	彝文字符的中文含义是闪（亮），英文含义是闪 (亮)。|是通用彝文字符 unicode 0xf282a 滇川黔桂彝文
0xf282b	󲠫	字符的词汇编号是3082。|󲸇󲴇󲻯󳀇󳘚󲸙󲬰
0xf282c	󲠬	󲪹󲫦󳎬󲽥󳄺󳋋󳙥󲪐󳙟󲿏󲾐󳀽|彝文「」的意思是「胀」，英文是 胀。
0xf282d	󲠭	彝文 unicode:0xf282d 通用彝文字符集|󳊧󲺐󳗲󲨈󲳆󳀒󲰔󲦱󲧠󲻧󲥪
0xf282e	󲠮	󳇘󲷺 kind body slow|kind
0xf282f	󲠯	󳄲󳌑󳜤󲿦󲨸󲦪󲠗󳃣󲭵󳌧󲹎󲠷󲷯󳑙|彝文字符的中文含义是抽打，英文含义是抽打。
0xf2830	󲠰	(未曾过崽的) 母猪|means 匀 in chinese
0xf2831	󲠱	字符的词汇编号是3088。|󳏗󲽣󲢪󲧧󲪕󳊼󳁠󳓓
0xf2832	󲠲	彝文「」的意思是「铅」，英文是 铅。|的英文是铅，中文是铅。
0xf2833	󲠳	󳍝󲸏󲧗󲡋󳜧󲜩|是通用彝文字符 unicode 0xf2833 滇川黔桂彝文
0xf2834	󲠴	brave|󲧃󲝂󳛀󲡝󲶑󲷯󲮅󳒼󲵓󲹍󲥊󲪀
0xf2835	󲠵	编号3092对应彝文字符。|的意思是怜（悯）（怜 (悯)）。
0xf2836	󲠶	means 匠 in chinese|󲢎󲨙󳒫󲴶󲣍󳆔󲺙󲷻
0xf2837	󲠷	means 匪 in chinese|是通用彝文字符 unicode 0xf2837 滇川黔桂彝文
0xf2838	󲠸	1. 狗; 2. 戌 (place, location支的第|󲰙󳀔󲢳󲹅󲵻󲝼󲧘󳓹󲤣󳈰󳊌󲹦
0xf2839	󲠹	（big, large后sky, heaven） in Yi|󲳎󲱈󳘌󳅻󲺜󲫟󳔱󳓆󲶿󲯡󲯩
0xf283a	󲠺	射用通用彝文写作「」。|射
0xf283b	󲠻	embrace, hug|彝文「」的意思是「搂」，英文是 embrace, hug。
0xf283c	󲠼	cloud|󲸸󳐷󳘛󳒽󲽈󲼧󳁤󳎻󳄯󲾇󲪱
0xf283d	󲠽	The Yi script for '避免' is ''. |的意思是避免（避免）。
0xf283e	󲠾	「搅、拌」的通用彝文是「」。|The Yi script for '搅、拌' is ''.
0xf283f	󲠿	󲬠󲮸󳐕󲿀󲺧|󲪜󲽥󳓭󳆶󲿅󲵴󳛗󲤨
0xf2840	󲡀	的英文是颤 (动)，中文是颤（动）。|颤 (动)
0xf2841	󲡁	means 华 in chinese|的意思是1、牛；2、丑；（1. cow, ox; 2. 丑;
0xf2842	󲡂	捋 in Yi script is  (捋).|捋
0xf2843	󲡃	󲳾󲦪󳐚󳐯|彝文 unicode:0xf2843 通用彝文字符集
0xf2844	󲡄	means 卖 in chinese|是通用彝文字符 unicode 0xf2844 滇川黔桂彝文
0xf2845	󲡅	的英文是把, 给，中文是把、给。|󲱴󳗥󲝷󳄗
0xf2846	󲡆	彝文「」的意思是「减」，英文是 减。|「减」的通用彝文是「」。
0xf2847	󲡇	彝文字符的中文含义是绞痛，酸痛，英文含义是绞痛, 酸痛。|weak
0xf2848	󲡈	󲹀󲣌󳈘󳚠󳂿󲞶󳁭󲹵󲜗󳌨󳀚󳇏|1. 内, 里; 2. (坐descend, go down
0xf2849	󲡉	是通用彝文字符 unicode 0xf2849 滇川黔桂彝文|1. 生命; 2. 脉(搏) , (命) 脉;
0xf284a	󲡊	是通用彝文字符 unicode 0xf284a 滇川黔桂彝文|󲵼󲝆󳁮󳘾󳃝󳊼󲥞󲞨󲣌󳕬󲶜󲷿󳑈
0xf284b	󲡋	󲲖󲽔󳒾󳃍󳇆󲼲󳓶󲲱󳄚󲜐󲼰|的意思是抖（掉）（抖 (掉)）。
0xf284c	󲡌	的意思是生（荒地）（生 (荒place, location)|是通用彝文字符 unicode 0xf284c 滇川黔桂彝文
0xf284d	󲡍	彝文字符的中文含义是（锄头），英文含义是（hoe）。|（hoe）
0xf284e	󲡎	喊|󳌒󳆡 strong forest wise
0xf284f	󲡏	锥（动词）用通用彝文写作「」。|彝文字符的中文含义是锥（动词），英文含义是锥 (动词)。
0xf2850	󲡐	󳆏󳑦󲧡󳅝󲺍󲣙󲻴󲞊|(插) 柴
0xf2851	󲡑	倾oblique, slanted in Yi script|是通用彝文字符 unicode 0xf2851 滇川黔桂彝文
0xf2852	󲡒	beautiful|是通用彝文字符 unicode 0xf2852 滇川黔桂彝文
0xf2853	󲡓	󳌳󲪓󲶭󳒤󲫾󲮃󲩎󲝂󲬣󲬡󳓠|means 卸 in chinese
0xf2854	󲡔	彝文 unicode:0xf2854 通用彝文字符集|仔 (cow, ox)
0xf2855	󲡕	惊慌用通用彝文写作「」。|彝文字符的中文含义是惊慌，英文含义是startle, sho
0xf2856	󲡖	「秸秆，干草」的通用彝文是「」。|秸秆，干草用通用彝文写作「」。
0xf2857	󲡗	󳕮󳘞󳓠󲬊󲱢󳛪󳔔󳖳󳂔󲹉󳈊󳜉󲳃󳂻|󳋚 mountain false
0xf2858	󲡘	的意思是锋利（锋利）。|彝文 unicode:0xf2858 通用彝文字符集
0xf2859	󲡙	ugly|是通用彝文字符 unicode 0xf2859 滇川黔桂彝文
0xf285a	󲡚	彝文字符的中文含义是本（钱），英文含义是本 (钱)。|family
0xf285b	󲡛	(伙) accompany in Yi script is |彝文字符的中文含义是（伙）伴，英文含义是(伙) accomp
0xf285c	󲡜	彝文 unicode:0xf285c 通用彝文字符集|means 去 in chinese
0xf285d	󲡝	字符的词汇编号是3132。|󳏶󲞅󳚒󲫕󲾿󲠜󲶯󲶄󳗓󳒫󲺪󲷬
0xf285e	󲡞	的意思是诚实（诚实）。|诚实用通用彝文写作「」。
0xf285f	󲡟	彝文 unicode:0xf285f 通用彝文字符集|(奴) 婢
0xf2860	󲡠	󳔇󲺖󳖒󳔿󲢴󳉜󳗣󳌳󲥓󲷉󳎖󳆺|反 (rebel, betray)
0xf2861	󲡡	󲽂󲦕󲪜󲯖󲴽󳃳󲸤󳍿󳊂󳙩|彝文 unicode:0xf2861 通用彝文字符集
0xf2862	󲡢	鼻涕|鼻涕用通用彝文写作「」。
0xf2863	󲡣	means 双 in chinese|(田) 埂 in Yi script is  (（田）埂).
0xf2864	󲡤	的意思是堆（量词）（堆 (量词)）。|是通用彝文字符 unicode 0xf2864 滇川黔桂彝文
0xf2865	󲡥	季 (节) in Yi script is  (季（节）).|󲡖󲿝󳂏󲪚󳛖󳙑󲴮󲶬󲰬󲝦
0xf2866	󲡦	的英文是锁 (edge, side)，中文是锁（边）。|󲤪󲤵󲠞󲠳󲻲󳀒󳅨
0xf2867	󲡧	󳌜󲷳󳊡󲱒|1. (黄果) ; 2. (cow, ox虻) ;
0xf2868	󲡨	󲝯󳖃󲿳󳈥󲷡󳂤󲞯󲭣󳍳󲻬|是通用彝文字符 unicode 0xf2868 滇川黔桂彝文
0xf2869	󲡩	的英文是焖 (饭)，中文是焖（饭）。|weak
0xf286a	󲡪	󳒬󲨄󲷅󳀵󳓳󲨩󳂗󲨡󲿅|用餐毕 in Yi script is  (用餐毕).
0xf286b	󲡫	追 (问)|The Yi script for '追（问）' is ''
0xf286c	󲡬	valley|󲯂󲨢󲽏󲽝󳗪󲰡󲹕󳂣󲱡󳂪󲞥󲣥󳌞󲟚
0xf286d	󲡭	means 口 in chinese|󳊏󲶑󲣟󳀲󲞚󳁃󳕔󲢐󲨽󳋈󲫀󳍍
0xf286e	󲡮	󲨲󲝽󲣄󲠏|「1、陡峭；2、（先生；师傅）」的通用彝文是「」。
0xf286f	󲡯	󲺇󳋫󳉮󲱥󳎰󲭮󳏛󲞎󳂥󲱲󳌆󳌚|挖用通用彝文写作「」。
0xf2870	󲡰	彝文字符的中文含义是（用手）掐，英文含义是(用hand) 掐|(用hand) 掐 in Yi script is  (（用
0xf2871	󲡱	彝文字符的中文含义是掐，英文含义是掐。|「掐」的通用彝文是「」。
0xf2872	󲡲	（洞房）用通用彝文写作「」。|「（洞房）」的通用彝文是「」。
0xf2873	󲡳	是通用彝文字符 unicode 0xf2873 滇川黔桂彝文|彝文字符的中文含义是编（辫子），英文含义是编 (辫子)。
0xf2874	󲡴	的意思是肥（肥）。|肥用通用彝文写作「」。
0xf2875	󲡵	彝文 unicode:0xf2875 通用彝文字符集|means 可 in chinese
0xf2876	󲡶	是通用彝文字符 unicode 0xf2876 滇川黔桂彝文|lake
0xf2877	󲡷	（hemp, numb痛）|是通用彝文字符 unicode 0xf2877 滇川黔桂彝文
0xf2878	󲡸	是通用彝文字符 unicode 0xf2878 滇川黔桂彝文|󳆾 dark peace
0xf2879	󲡹	cloud|󳑥󲝢󲮃󳎜󳕱󳀪󲠣󳉀󳓭󲱘󳄫
0xf287a	󲡺	的意思是耳语（耳语）。|的英文是耳语，中文是耳语。
0xf287b	󲡻	󲫿（幽默、风趣、诙谐）|means 司 in chinese
0xf287c	󲡼	编号3163对应彝文字符。|「1、（察觉）；2、（发现）；」的通用彝文是「」。
0xf287d	󲡽	的意思是（白生生）（（白生生））。|彝文字符的词汇编号是3164。
0xf287e	󲡾	的英文是（寄生茶），中文是（寄生茶）。|的意思是（寄生茶）（（寄生茶））。
0xf287f	󲡿	是通用彝文字符 unicode 0xf287f 滇川黔桂彝文|彝文字符的中文含义是挺（肚子），英文含义是挺 (肚子)。
0xf2880	󲢀	ugly|是通用彝文字符 unicode 0xf2880 滇川黔桂彝文
0xf2881	󲢁	means 合 in chinese|秃
0xf2882	󲢂	是通用彝文字符 unicode 0xf2882 滇川黔桂彝文|彝文 unicode:0xf2882 通用彝文字符集
0xf2883	󲢃	（脊椎concave陷处）|star
0xf2884	󲢄	means 同 in chinese|是通用彝文字符 unicode 0xf2884 滇川黔桂彝文
0xf2885	󲢅	彝文字符的中文含义是浅，英文含义是浅。|的意思是浅（浅）。
0xf2886	󲢆	󲳩󲮞 death ocean star|󲯁󲫄󳓯󲱪󲵇󳛋󲱟󲻚󳚫󲬧󲺺󳒦
0xf2887	󲢇	不好|是通用彝文字符 unicode 0xf2887 滇川黔桂彝文
0xf2888	󲢈	󳜋󳙈󲤶󳆍󲰏󳛇󳄫|「些」的通用彝文是「」。
0xf2889	󲢉	是通用彝文字符 unicode 0xf2889 滇川黔桂彝文|󳊫󳄜󲟬󲺺󳇁󲦔󲿯󳌉󲼒󲩆󲫊󲮒
0xf288a	󲢊	彝文字符的中文含义是低，矮；，英文含义是低, 矮;。|是通用彝文字符 unicode 0xf288a 滇川黔桂彝文
0xf288b	󲢋	是通用彝文字符 unicode 0xf288b 滇川黔桂彝文|󳛭󳎒󳔗󲣵󲫵󲡛󲶀󲫷󲬃󳐞󲤉󲯩
0xf288c	󲢌	1. 丢(脸) ; 2. (onomatopoeia) ;|编号3179对应彝文字符。
0xf288d	󲢍	1. (高兴得发狂) ; 2. (overlapping词缀|是通用彝文字符 unicode 0xf288d 滇川黔桂彝文
0xf288e	󲢎	是通用彝文字符 unicode 0xf288e 滇川黔桂彝文|彝文 unicode:0xf288e 通用彝文字符集
0xf288f	󲢏	brave|的英文是（overlapping词缀），中文是（重叠词缀）。
0xf2890	󲢐	的英文是（角fall, drop），中文是（角落）。|（角fall, drop） in Yi script is 
0xf2891	󲢑	means 吧 in chinese|（卧倒，倒下）用通用彝文写作「」。
0xf2892	󲢒	valley|means 吩 in chinese
0xf2893	󲢓	󲻄󲬥󲽮󳕳󳖦󳐞|的英文是渐渐，中文是渐渐。
0xf2894	󲢔	means 听 in chinese|󲸃󲻎󲥮󲼕󲳵󲥄󲮱󲠁󳃇󲣽󲾦󲠈󳖆
0xf2895	󲢕	󲼢󲨥󳚫󲫶󲭜|假 in Yi script is  (假).
0xf2896	󲢖	󳄴󳖀󲦎󳅫󳐲󳎜󲪡󲤃󲩤󲸷|的英文是有，中文是有。
0xf2897	󲢗	是通用彝文字符 unicode 0xf2897 滇川黔桂彝文|󳔰󳑘󳌃󲱠󳃇󳐫󳙨󳁊󳃉󲷥󲯬
0xf2898	󲢘	weak|󳒷󲝩󲦸󳅉󲻗󳄫󳐓󳘨󲷀󳜝󲡾
0xf2899	󲢙	的英文是和平，中文是和平。|和平 in Yi script is  (和平).
0xf289a	󲢚	means 吻 in chinese|(鸟) 鸣叫 in Yi script is  (（鸟）鸣叫
0xf289b	󲢛	󳕰󲴟󲝸󲼀󳀇󲬋󳓫󲟘󲬠󳉅󳓷󳕹󳕓|means 吼 in chinese
0xf289c	󲢜	的意思是胜（胜）。|胜 in Yi script is  (胜).
0xf289d	󲢝	歪oblique, slanted|歪oblique, slanted in Yi script
0xf289e	󲢞	是通用彝文字符 unicode 0xf289e 滇川黔桂彝文|「柚栗子（一种灌木，生长在高寒山区）」的通用彝文是「」。
0xf289f	󲢟	的英文是掺和，中文是掺和。|󳖤󲵬󲯬󳍯󲻵󲟱󲼑󳆩󲸐󲝧󲿄
0xf28a0	󲢠	love|是通用彝文字符 unicode 0xf28a0 滇川黔桂彝文
0xf28a1	󲢡	彝文字符的中文含义是弓，英文含义是弓。|hot
0xf28a2	󲢢	(person, people命) 债 in Yi scri|（人命）债用通用彝文写作「」。
0xf28a3	󲢣	󳁜󲶳󲢕󳀍󳒻󲪬󲪌󳕏󲺕󳜝󲜫󲲽|means 呕 in chinese
0xf28a4	󲢤	The Yi script for '1、日；2、太阳；3、|是通用彝文字符 unicode 0xf28a4 滇川黔桂彝文
0xf28a5	󲢥	投降用通用彝文写作「」。|󳄪󳜤󲴧󲱩󳖊󳓗
0xf28a6	󲢦	的英文是炉, 堆 (量词)，中文是炉、堆（量词）。|是通用彝文字符 unicode 0xf28a6 滇川黔桂彝文
0xf28a7	󲢧	󲠇󳀹󲯦󲩎󲴃󳑠󲡓󲡹|是通用彝文字符 unicode 0xf28a7 滇川黔桂彝文
0xf28a8	󲢨	The Yi script for '1、（祖）宗；2、祖灵|彝文 unicode:0xf28a8 通用彝文字符集
0xf28a9	󲢩	󲩼󳀬󳋬󳄶󲭴󳎥󲴿󳌥󳉝󳆿󳎃|睡 (醒)
0xf28aa	󲢪	字符的词汇编号是3209。|󲠱󳏗󲽣󲧧󲪕󳊼󳁠󳓓
0xf28ab	󲢫	是通用彝文字符 unicode 0xf28ab 滇川黔桂彝文|means 呻 in chinese
0xf28ac	󲢬	是通用彝文字符 unicode 0xf28ac 滇川黔桂彝文|彝文 unicode:0xf28ac 通用彝文字符集
0xf28ad	󲢭	彝文字符的中文含义是佩服，英文含义是佩服。|佩服 in Yi script is  (佩服).
0xf28ae	󲢮	是通用彝文字符 unicode 0xf28ae 滇川黔桂彝文|The Yi script for '（胡椒）' is ''
0xf28af	󲢯	谁person, people|means 和 in chinese
0xf28b0	󲢰	󳅚󲢜󲪫󳎸󲫇󲝒󲟓󲠟󳃣󲯶󲧯󲭈|󲭒󳏞󳚫󳒙󲤗󲫤󲰂󲶅󳌿󳀼󲸑󳋜
0xf28b1	󲢱	󳗁 strong old|恩情 in Yi script is  (恩情).
0xf28b2	󲢲	「柜子」的通用彝文是「」。|是通用彝文字符 unicode 0xf28b2 滇川黔桂彝文
0xf28b3	󲢳	头, 只, 根, strip, item, 课 (量词)|family
0xf28b4	󲢴	󳔇󲺖󳖒󳔿󲡠󳉜󳗣󳌳󲥓󲷉󳎖󳆺|󲸛󲴕 river water love
0xf28b5	󲢵	的英文是(山) 谷，中文是（山）谷。|(山) 谷
0xf28b6	󲢶	slow|means 咸 in chinese
0xf28b7	󲢷	󲥀󳊆󲠄󲸴|󳎑󲹚󲜸󲨻󲫟󳘂󲤷󲢤󲡐󳓾󲹒
0xf28b8	󲢸	字符的词汇编号是3223。|󲫜󳋁󲣐󲮗󳄱󲝐󲽩󳅕󲪻󲶩󲱜󲠫󲩱󳓤
0xf28b9	󲢹	是通用彝文字符 unicode 0xf28b9 滇川黔桂彝文|󲭤󲯆󳍋󲿢󳋾󲲨󲷹󲾴󳓤󲹛󳐿󲾝󲱟
0xf28ba	󲢺	󲺕󳐺󳕝󳏝󲭱󳗏󲧉󲴭󲣰󲻵󲭸󳅎󲼤󲲸|的英文是处, 圈 (量词)，中文是处、圈（量词）。
0xf28bb	󲢻	彝文 unicode:0xf28bb 通用彝文字符集|是通用彝文字符 unicode 0xf28bb 滇川黔桂彝文
0xf28bc	󲢼	重字|󳓪󲬽󳌮󳉞󲵋󲱔󳛌󳕐󲯜󲥚󳄏󳖗󲡞󳐽
0xf28bd	󲢽	是通用彝文字符 unicode 0xf28bd 滇川黔桂彝文|󲻔󳗌󲺏󳏉󲬔󲸉󲝉󲩾
0xf28be	󲢾	󲿜󲪕󲸋󲿆󳉝󲺕󳛿󳖈󲱜󲱐󳋊󳚎󲳯|磨损
0xf28bf	󲢿	是通用彝文字符 unicode 0xf28bf 滇川黔桂彝文|的英文是门，中文是门。
0xf28c0	󲣀	的英文是放, 转，中文是放，转。|是通用彝文字符 unicode 0xf28c0 滇川黔桂彝文
0xf28c1	󲣁	󲪌󳒋󲧭󲰋󲻤󲾽󳅪󲬉󳙕󲱾󳎷󳉌󳘖|󲥮󳛗󳒫󲨴󳂢󲣱󲺈󲰭󳆊󲢯
0xf28c2	󲣂	搬移|是通用彝文字符 unicode 0xf28c2 滇川黔桂彝文
0xf28c3	󲣃	彝文字符的中文含义是（祭）献，英文含义是(祭) 献。|󲶇󳛶󲞯󲶏󲸳󲤤󳘃󳚥󲼤󳏪󳒵󳊤󳏩
0xf28c4	󲣄	means 哮 in chinese|1. descend, go down子; 2. 会儿;
0xf28c5	󲣅	的英文是织，中文是织。|是通用彝文字符 unicode 0xf28c5 滇川黔桂彝文
0xf28c6	󲣆	󲜡󳙃󳕦󳍾󲧢󲣖󳁰󳎫󳂆󳌐󳓇󳀮󲶉󲸓|古, 先, 前
0xf28c7	󲣇	flower|󳒔󳒌󲭄󳙷󳙿󲨅󲳄󲹻󳌑󳐴
0xf28c8	󲣈	󳖫󳒏󳍷󳘒󳜅󲱊󳊳󲨉󲷌󲯜|means 唆 in chinese
0xf28c9	󲣉	的英文是噢 (应允声)，中文是噢（应允声）。|的意思是噢（应允声）（噢 (应允声)）。
0xf28ca	󲣊	󲹜󲮛󳜏󲥥|means 唐 in chinese
0xf28cb	󲣋	󳆦󳍚󳙳󳛉󲥇󲴡󲨂󳄀󲮯󳇌󲣂󲸲|󲬽󲾭󲞋󳛄󲟋󳇉󲩡󳓌󲯌
0xf28cc	󲣌	的英文是（丧祭歌），中文是（丧祭歌）。|󳗳󳃞󳈕󲨑󲹀󳈉󲾮󳆜󲦌󲠑󳅫󲭁󲵶󲫴
0xf28cd	󲣍	的英文是玻 (璃)，中文是玻（璃）。|是通用彝文字符 unicode 0xf28cd 滇川黔桂彝文
0xf28ce	󲣎	love|（奉养） in Yi script is  (（奉养）).
0xf28cf	󲣏	彝文字符的中文含义是（用嘴）拱，英文含义是(用嘴) 拱。|󳒐󲻌󳁘󳉇󳃊󳍄󳌶
0xf28d0	󲣐	ugly|󳑜󲫷 mind time weak
0xf28d1	󲣑	󳌏󲻛󳒁󲳳|彝文字符的中文含义是（芦苇），英文含义是（芦苇）。
0xf28d2	󲣒	󲞷󲪂󲡜󲮝󲿕󲿊󳑌󳀳󳏁󲭯󲥅󲠎󳜉󲽳|1. 锅; 2. 锅(量词) ;
0xf28d3	󲣓	彝文 unicode:0xf28d3 通用彝文字符集|means 商 in chinese
0xf28d4	󲣔	的意思是1、空；2、零；（1. 空; 2. 零;）。|1. 空; 2. 零;
0xf28d5	󲣕	󲾙󳍐󲭺󲲢󲬜󳜎󲩋󲢛󳑿󳜁|是通用彝文字符 unicode 0xf28d5 滇川黔桂彝文
0xf28d6	󲣖	means 啬 in chinese|梯 (量词)
0xf28d7	󲣗	(hair, wool) 发 in Yi script is|󳃸󲷧󳛑󳘋󲰦󳚏󳀜󲴥󲾿󲹃󲭺󳊓󲤦󲝩
0xf28d8	󲣘	是通用彝文字符 unicode 0xf28d8 滇川黔桂彝文|󳏬󲞾󲻥󲸲󲰡󲷣󳓳󳖰󳅵󳊩󲼀
0xf28d9	󲣙	󳚿󲧇󲼨󲿵󲢤󲠨󲝑󲡉󲾹󳜕󳔢󲳀|󳘐󳕄󲨗󲰅󳊮󲣂󲼭󲸌
0xf28da	󲣚	means 喉 in chinese|thread, line索
0xf28db	󲣛	雇 (工) in Yi script is  (雇（工）).|的意思是雇（工）（雇 (工)）。
0xf28dc	󲣜	󳓼󲥹󳋁󳇜󲤝󲮕󳑻󲽍󲪌󲷈󳇚󳑽󳛛󲻊|编号3259对应彝文字符。
0xf28dd	󲣝	的英文是夜，中文是夜。|夜
0xf28de	󲣞	（不好意思；难为情）用通用彝文写作「」。|󳙬󲭤󲳲󲹫󲣮󳌖󲿓󲷶󳕠󲿜󲭜󳖠󲫉󲭂
0xf28df	󲣟	逮 (捕)|逮 (捕) in Yi script is  (逮（捕）).
0xf28e0	󲣠	是通用彝文字符 unicode 0xf28e0 滇川黔桂彝文|彝文字符的中文含义是缴纳，英文含义是缴纳。
0xf28e1	󲣡	brave|是通用彝文字符 unicode 0xf28e1 滇川黔桂彝文
0xf28e2	󲣢	means 嗅 in chinese|彝文字符的中文含义是短，英文含义是短。
0xf28e3	󲣣	󲜱󳅹󲴳󲲫󳐉󲾞󳋶󳆣󲰦󲳥󲽑|󳄐󲯫󲫢󳅽󲰖󳐓󳇃󲽲󳐗󳉿󳅸󲱷󳌔
0xf28e4	󲣤	是通用彝文字符 unicode 0xf28e4 滇川黔桂彝文|「（酒）曲」的通用彝文是「」。
0xf28e5	󲣥	「调拌，搅」的通用彝文是「」。|字符的词汇编号是3268。
0xf28e6	󲣦	（cow, ox奶） in Yi script is  (（|的英文是（cow, ox奶），中文是（牛奶）。
0xf28e7	󲣧	󲥒󲥫󲬂󲺛󳔕󳁋󳀡󲫺󳓅󲪑󳂮|means 嗫 in chinese
0xf28e8	󲣨	󲞐󲢰󳓂󳕤󳐤󲺑󲜳|的意思是麻风病（hemp, numb风病）。
0xf28e9	󲣩	means 嗽 in chinese|的英文是(摇) 摆，中文是（摇）摆。
0xf28ea	󲣪	(豆) 荚 in Yi script is  (（豆）荚).|means 嘎 in chinese
0xf28eb	󲣫	means 嘘 in chinese|彝文字符的中文含义是查认（字），英文含义是查认 (字)。
0xf28ec	󲣬	劈 in Yi script is  (劈).|彝文字符的中文含义是劈，英文含义是劈。
0xf28ed	󲣭	󳍅󳓉󳙴󲤲󲜧󲪲󳖖󳊎󳔍󳘍󳈴󲼚|是通用彝文字符 unicode 0xf28ed 滇川黔桂彝文
0xf28ee	󲣮	󳍉󲲇󲢎󲞰󳂔󳙦󲦑󳂞󳘽󲤀|󲾙󳑀󲪙󲧌󳋸󲼒󳄠󳈦
0xf28ef	󲣯	ugly|󲾢󲰡󲠄󲥉󳘙󳆬󲣋
